0,0,0,0.03,3.03,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.04,8.57,6.23,0.54,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.03,9.58,0.27,0,0.16,0,0,0.55,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.04,0.71,3.3,0.12,7.75,2.95,0,0.39,5.99,2.08,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,1.59,2.98,0.07,0,0.02,0.06,3.26,0.06,0.27,0.26,0,0.86,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,3.05,2.92,0.02,0,0.08,0.03,0.15,0.15,0,0.08,0.06,0.3,0.14,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58,2.05,3.69,1.34,0.18,0,0.21,1.59,0.06,0.06,6.62,0.07,1.46,9.16,4.35,0.97,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.09,0.03,19.26,0,0.09,0.23,5.07,3.9,1.25,0.24,0.08,0.65,4.19,17.9,5.46,0.08,0.04,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03,0,0.2,0.02,0.39,0.44,2.33,4.18,0.88,0.02,0,0.2,1.23,14.73,4.15,8.04,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.02,0.67,2.75,0,0.3,0.38,0,0.01,0.77,1.9,1,2.03,3.2,0.86,0.01,0.07,0.01,0,0,0,0,0,0.3,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5.64,23.62,3.06,0.07,0.07,3.83,2.29,2.69,0.37,0.06,0.13,0.21,1.71,1.01,1.2,0.01,0,0.01,0.04,0.07,0.01,0.02,0.01,0.01,0.08,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.09,4.73,8.77,11.3,5.39,6.3,27.32,8.96,0.23,0,0.37,1.56,1.87,1.17,0,0.01,0.55,0.73,0.09,0,0,0.13,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.01,0,0.15,0.01,0.02,0,3.92,6.18,2.69,1.1,0.87,0.83,0.69,1.22,0.47,0.04,0.26,0.04,0,0.23,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.1,0.14,0.17,0,0.42,4.43,0.51,0.49,0.6,1.38,4.57,0.11,0.54,0.17,0,2.44,1.82,1.68,10.85,0.12,0.02,0.02,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.01,0.13,0.12,0.01,0,0.75,3.22,0.41,0.04,0.14,0.09,1.15,0.11,0.42,0.22,2.79,2.79,0.04,0.27,0.13,1.6,0,0.01,0.4,0.16,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.05,0,0,0.04,0,0.13,0.21,0.2,0.09,1.01,0.11,0.13,0.02,0.83,0.34,4.01,1.19,0.95,0,0.64,0.05,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.02,0.01,0.03,0,0.03,0.08,0.96,0.45,0,0.13,1.86,1.52,0.36,0,0,0.03,2.11,0,1.37,3.99,0.96,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.04,0.05,0,0.31,0.73,0.19,2.24,1.3,0.39,0.01,0.53,1.15,0.55,0.08,0,0.02,0.12,3.02,33.09,12.03,0.48,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.02,0.04,0.11,0.2,0.08,0.12,0.21,0.97,0.43,0.18,0.2,1.19,0.05,0,0,0,0.02,0.09,2.01,14.64,0.65,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.01,0,0.04,0,0,0.01,0.12,0.3,0.12,0.02,0.8,0.01,0.13,0.03,0,0.1,0.1,0.72,0.85,2.42,3.88,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.01,0.08,0,5.54,0.01,0,0.26,0.05,0.14,0.1,0.14,1.46,0.27,0.21,0.17,0.02,0.02,0,0.04,0.02,0.02,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.1,0,0,3.18,0,0.3,0.06,0,0,0.01,0,0.11,0,0,0.01,0,0,0,0.01,0,0.33,0.01,0.03,25.35,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.23,0.32,0.27,0,0.27,0.03,0,0,0.01,0,0.32,0.36,0.08,0.09,0.03,0.06,0,0,0.02,1.92,0.31,0.56,3.96,10.11,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.15,0.28,0.17,0.02,0,0.18,0,0,0.03,0.55,0.94,0.78,0.03,0.02,0.42,0.21,0.04,0,0,0.01,0.17,0,0.18,53.37,47.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.12,0.42,0.11,0.03,0,0,0,0,0.19,1.17,1.41,2.39,0.01,0.06,0.02,0,0,0,0,0,0,0,0.05,11.83,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.01,0,0.07,0.28,0.47,0,0.33,1.19,0.63,0.96,1.67,1.98,2.26,0,0.2,0.84,0.19,0,0.07,1.25,0.02,1.34,0.05,0.37,16.48,65.23,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.04,0.02,0.09,0,0.08,0,0.32,0.63,0.63,0.93,0.34,0.73,1.59,0.02,0.42,0.1,1.28,3.66,0.06,0.35,1.3,4.91,2.02,7.28,22.4,50.32,12.86,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.12,0.08,0.76,0,0,0.01,0.08,0.45,0.43,0,0.39,0.02,0,0.59,0.29,1.19,1.16,0.01,0,0.5,3.17,1.21,1.5,24.3,17.4,42.33,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.07,0.23,0.11,0.32,0.74,0.01,0.47,0.69,0,0,0,0,0,0.81,2.12,1.36,0.57,0.14,0.1,0,0,1.4,8.35,31.43,65.61,111.37,121.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.57,1.33,0.21,0.08,0,0,0,0,0.39,0.92,5.35,0.95,0,0,0,0,0.01,0,0.08,1.91,0.04,24.7,56.65,232.52,125.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.01,0,0.15,0,0,0.1,0.13,1.51,0.47,0.23,1.92,0.1,0,0,0.34,0.25,0,0.11,0.06,1.04,7.06,61.14,103.61,99.35,20.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.17,0.28,0.24,0.15,0.46,0.37,0.02,0.05,0.17,0.15,0.15,0.29,0.03,0.04,1.34,3.9,2,0.62,2.8,111.59,190.42,284,35.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.29,0.81,0.56,0.07,0,0.02,0.08,0,0.48,1.04,0,0.08,1.53,4.07,0,0,0.18,6.7,53.65,122.85,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
